## Bank 13
# id	l2	ef
16384 0.5188 12.478
16385 0.5188 12.478
16386 0.5188 12.478
16387 0.5188 12.478
16388 0.5188 12.478
16389 0.5188 12.478
16390 0.5188 12.478
16391 0.5188 12.478
16392 0.5188 12.478
16393 0.5188 12.478
16394 0.5188 12.478
16395 0.5188 12.478
16396 0.5188 12.478
16397 0.5188 12.478
16398 0.5188 12.478
16399 0.5188 12.478
16400 0.5188 12.478
16401 0.5188 12.478
16402 0.5188 12.478
16403 0.5188 12.478
16404 0.5188 12.478
16405 0.5188 12.478
16406 0.5188 12.478
16407 0.5188 12.478
16408 0.5188 12.478
16409 0.5188 12.478
16410 0.5188 12.478
16411 0.5188 12.478
16412 0.5188 12.478
16413 0.5188 12.478
16414 0.5188 12.478
16415 0.5188 12.478
16416 0.5188 12.478
16417 0.5188 12.478
16418 0.5188 12.478
16419 0.5188 12.478
16420 0.5188 12.478
16421 0.5188 12.478
16422 0.5188 12.478
16423 0.5188 12.478
16424 0.5188 12.478
16425 0.5188 12.478
16426 0.5188 12.478
16427 0.5188 12.478
16428 0.5188 12.478
16429 0.5188 12.478
16430 0.5188 12.478
16431 0.5188 12.478
16432 0.5188 12.478
16433 0.5188 12.478
16434 0.5188 12.478
16435 0.5188 12.478
16436 0.5188 12.478
16437 0.5188 12.478
16438 0.5188 12.478
16439 0.5188 12.478
16440 0.5188 12.478
16441 0.5188 12.478
16442 0.5188 12.478
16443 0.5188 12.478
16444 0.5188 12.478
16445 0.5188 12.478
16446 0.5188 12.478
16447 0.5188 12.478
16448 0.5188 12.478
16449 0.5188 12.478
16450 0.5188 12.478
16451 0.5188 12.478
16452 0.5188 12.478
16453 0.5188 12.478
16454 0.5188 12.478
16455 0.5188 12.478
16456 0.5188 12.478
16457 0.5188 12.478
16458 0.5188 12.478
16459 0.5188 12.478
16460 0.5188 12.478
16461 0.5188 12.478
16462 0.5188 12.478
16463 0.5188 12.478
16464 0.5188 12.478
16465 0.5188 12.478
16466 0.5188 12.478
16467 0.5188 12.478
16468 0.5188 12.478
16469 0.5188 12.478
16470 0.5188 12.478
16471 0.5188 12.478
16472 0.5188 12.478
16473 0.5188 12.478
16474 0.5188 12.478
16475 0.5188 12.478
16476 0.5188 12.478
16477 0.5188 12.478
16478 0.5188 12.478
16479 0.5188 12.478
16480 0.5188 12.478
16481 0.5188 12.478
16482 0.5188 12.478
16483 0.5188 12.478
16484 0.5188 12.478
16485 0.5188 12.478
16486 0.5188 12.478
16487 0.5188 12.478
16488 0.5188 12.478
16489 0.5188 12.478
16490 0.5188 12.478
16491 0.5188 12.478
16492 0.5188 12.478
16493 0.5188 12.478
16494 0.5188 12.478
16495 0.5188 12.478
16496 0.5188 12.478
16497 0.5188 12.478
16498 0.5188 12.478
16499 0.5188 12.478
16500 0.5188 12.478
16501 0.5188 12.478
16502 0.5188 12.478
16503 0.5188 12.478
16504 0.5188 12.478
16505 0.5188 12.478
16506 0.5188 12.478
16507 0.5188 12.478
16508 0.5188 12.478
16509 0.5188 12.478
16510 0.5188 12.478
16511 0.5188 12.478
16512 0.5188 12.478
16513 0.5188 12.478
16514 0.5188 12.478
16515 0.5188 12.478
16516 0.5188 12.478
16517 0.5188 12.478
16518 0.5188 12.478
16519 0.5188 12.478
16520 0.5188 12.478
16521 0.5188 12.478
16522 0.5188 12.478
16523 0.5188 12.478
16524 0.5188 12.478
16525 0.5188 12.478
16526 0.5188 12.478
16527 0.5188 12.478
16528 0.5188 12.478
16529 0.5188 12.478
16530 0.5188 12.478
16531 0.5188 12.478
16532 0.5188 12.478
16533 0.5188 12.478
16534 0.5188 12.478
16535 0.5188 12.478
16536 0.5188 12.478
16537 0.5188 12.478
16538 0.5188 12.478
16539 0.5188 12.478
16540 0.5188 12.478
16541 0.5188 12.478
16542 0.5188 12.478
16543 0.5188 12.478
16544 0.5188 12.478
16545 0.5188 12.478
16546 0.5188 12.478
16547 0.5188 12.478
16548 0.5188 12.478
16549 0.5188 12.478
16550 0.5188 12.478
16551 0.5188 12.478
16552 0.5188 12.478
16553 0.5188 12.478
16554 0.5188 12.478
16555 0.5188 12.478
16556 0.5188 12.478
16557 0.5188 12.478
16558 0.5188 12.478
16559 0.5188 12.478
16560 0.5188 12.478
16561 0.5188 12.478
16562 0.5188 12.478
16563 0.5188 12.478
16564 0.5188 12.478
16565 0.5188 12.478
16566 0.5188 12.478
