## Bank 10
# id	l2	ef
12288 0.5188 12.478
12289 0.5188 12.478
12290 0.5188 12.478
12291 0.5188 12.478
12292 0.5188 12.478
12293 0.5188 12.478
12294 0.5188 12.478
12295 0.5188 12.478
12296 0.5188 12.478
12297 0.5188 12.478
12298 0.5188 12.478
12299 0.5188 12.478
12300 0.5188 12.478
12301 0.5188 12.478
12302 0.5188 12.478
12303 0.5188 12.478
12304 0.5188 12.478
12305 0.5188 12.478
12306 0.5188 12.478
12307 0.5188 12.478
12308 0.5188 12.478
12309 0.5188 12.478
12310 0.5188 12.478
12311 0.5188 12.478
12312 0.5188 12.478
12313 0.5188 12.478
12314 0.5188 12.478
12315 0.5188 12.478
12316 0.5188 12.478
12317 0.5188 12.478
12318 0.5188 12.478
12319 0.5188 12.478
12320 0.5188 12.478
12321 0.5188 12.478
12322 0.5188 12.478
12323 0.5188 12.478
12324 0.5188 12.478
12325 0.5188 12.478
12326 0.5188 12.478
12327 0.5188 12.478
12328 0.5188 12.478
12329 0.5188 12.478
12330 0.5188 12.478
12331 0.5188 12.478
12332 0.5188 12.478
12333 0.5188 12.478
12334 0.5188 12.478
12335 0.5188 12.478
12336 0.5188 12.478
12337 0.5188 12.478
12338 0.5188 12.478
12339 0.5188 12.478
12340 0.5188 12.478
12341 0.5188 12.478
12342 0.5188 12.478
12343 0.5188 12.478
12344 0.5188 12.478
12345 0.5188 12.478
12346 0.5188 12.478
12347 0.5188 12.478
12348 0.5188 12.478
12349 0.5188 12.478
12350 0.5188 12.478
12351 0.5188 12.478
12352 0.5188 12.478
12353 0.5188 12.478
12354 0.5188 12.478
12355 0.5188 12.478
12356 0.5188 12.478
12357 0.5188 12.478
12358 0.5188 12.478
12359 0.5188 12.478
12360 0.5188 12.478
12361 0.5188 12.478
12362 0.5188 12.478
12363 0.5188 12.478
12364 0.5188 12.478
12365 0.5188 12.478
12366 0.5188 12.478
12367 0.5188 12.478
12368 0.5188 12.478
12369 0.5188 12.478
12370 0.5188 12.478
12371 0.5188 12.478
12372 0.5188 12.478
12373 0.5188 12.478
12374 0.5188 12.478
12375 0.5188 12.478
12376 0.5188 12.478
12377 0.5188 12.478
12378 0.5188 12.478
12379 0.5188 12.478
12380 0.5188 12.478
12381 0.5188 12.478
12382 0.5188 12.478
12383 0.5188 12.478
12384 0.5188 12.478
12385 0.5188 12.478
12386 0.5188 12.478
12387 0.5188 12.478
12388 0.5188 12.478
12389 0.5188 12.478
12390 0.5188 12.478
12391 0.5188 12.478
12392 0.5188 12.478
12393 0.5188 12.478
12394 0.5188 12.478
12395 0.5188 12.478
12396 0.5188 12.478
12397 0.5188 12.478
12398 0.5188 12.478
12399 0.5188 12.478
12400 0.5188 12.478
12401 0.5188 12.478
12402 0.5188 12.478
12403 0.5188 12.478
12404 0.5188 12.478
12405 0.5188 12.478
12406 0.5188 12.478
12407 0.5188 12.478
12408 0.5188 12.478
12409 0.5188 12.478
12410 0.5188 12.478
12411 0.5188 12.478
12412 0.5188 12.478
12413 0.5188 12.478
12414 0.5188 12.478
12415 0.5188 12.478
12416 0.5188 12.478
12417 0.5188 12.478
12418 0.5188 12.478
12419 0.5188 12.478
12420 0.5188 12.478
12421 0.5188 12.478
12422 0.5188 12.478
12423 0.5188 12.478
12424 0.5188 12.478
12425 0.5188 12.478
12426 0.5188 12.478
12427 0.5188 12.478
12428 0.5188 12.478
12429 0.5188 12.478
12430 0.5188 12.478
12431 0.5188 12.478
12432 0.5188 12.478
12433 0.5188 12.478
12434 0.5188 12.478
12435 0.5188 12.478
12436 0.5188 12.478
12437 0.5188 12.478
12438 0.5188 12.478
12439 0.5188 12.478
12440 0.5188 12.478
12441 0.5188 12.478
12442 0.5188 12.478
12443 0.5188 12.478
12444 0.5188 12.478
12445 0.5188 12.478
12446 0.5188 12.478
12447 0.5188 12.478
12448 0.5188 12.478
12449 0.5188 12.478
12450 0.5188 12.478
12451 0.5188 12.478
12452 0.5188 12.478
12453 0.5188 12.478
12454 0.5188 12.478
12455 0.5188 12.478
12456 0.5188 12.478
12457 0.5188 12.478
12458 0.5188 12.478
12459 0.5188 12.478
12460 0.5188 12.478
12461 0.5188 12.478
12462 0.5188 12.478
12463 0.5188 12.478
12464 0.5188 12.478
12465 0.5188 12.478
12466 0.5188 12.478
