BankAngle BankDistance Bank_xpos Bank_ypos Bank_zpos
131.03508203541222 350.2412082859719 2.6418836373363024 -0.01094111078405087 -2.2993959069788903
127.44496860823006 350.3946842484789 2.781893212511135 -0.013999366293537974 -2.130379695473785
123.85499151386286 350.51460146956174 2.910848722323297 -0.0017404643805879374 -1.9526918013012546
120.26500575829515 350.3756174877699 3.0262033008469325 -0.0051751344814462644 -1.7658918803029349
116.6750347538619 350.34767194749753 3.1305844127811837 -0.0074410945004382036 -1.5728111738118027
113.08493585679506 350.47374290412563 3.224074166599755 -0.012367928905784328 -1.3741823929600439
109.49500419636051 350.4431582325155 3.3035098086324184 -0.010486396562340723 -1.169510023451927
105.90502512716533 350.3756147147467 3.369547602469676 -0.023411605931352115 -0.960160398096189
102.31508056473294 350.29726380848956 3.422346157363332 -0.012336511107588898 -0.7471357927750355
98.7250299261152 350.44759165530996 3.463916943898292 -0.005439944294427782 -0.5316025418309025
95.1349500099696 350.00535306825225 3.4860025522405977 -0.0053397741965494055 -0.3132609299398229
91.54505713659395 350.32458167414245 3.501962786124781 -0.008098402294793958 -0.09445799592265278
87.95506546502335 350.56396412967183 3.503391021077398 -0.010612111549780227 0.1250920906920266
84.36497298229625 350.56534636431223 3.4886899543591885 -0.012630201586057339 0.34422243900448607
80.7750105317854 349.9326825731607 3.454038705140446 -0.01442927078313718 0.5609782997774735
77.18506196329633 349.5343773679092 3.408276399413097 -0.005227632521968044 0.7752759207270039
73.59496566754338 350.1225328346581 3.358685689975069 -0.0036486319693803896 0.9888356401834798
70.00495117784153 350.3200586604534 3.2920149100874627 -0.012319705268373027 1.1978732848721045
66.41505356593724 350.38118016956565 3.2111307592093734 -0.001315590133912664 1.4019039404266602
62.82507849070954 349.94794440756306 3.113185256229981 -0.008373297044928028 1.598237725683119
59.23501331654451 350.04448974958933 3.007829951586612 -0.007329231630474829 1.7905361613514597
55.64493757017833 350.2242470729001 2.891293247202227 -0.006689318136707081 1.976380766826991
52.05500757839843 350.1491761616507 2.7612784597972495 0.005222113078264875 2.153081176747174
48.46500075656748 350.36985056820583 2.6226824236993127 -0.011431562491048144 2.323211019799192
44.875027681539486 350.3409618195557 2.4718738230324933 -0.003969554946787726 2.4826806074292733
41.28502351091075 350.4249695930477 2.312113394933321 -0.009795386651552107 2.6332112772808607
37.69504887952957 350.02541651326334 2.1402504932938 -0.010831717871274715 2.769655162718267
34.10501397755237 350.00629971151193 1.962524002046014 -0.004207892850398372 2.898089511869074
30.515040736601875 350.11389681159017 1.7777517705930457 -0.005776016662078183 3.0162127500964666
26.924972124132072 350.2283076206982 1.5859110692259029 -0.008338394382581162 3.1226276271069717
23.335040609160004 349.92630186147727 1.3860825831537158 -0.002775384872546026 3.2130373548033497
19.744962636362374 350.0391781942226 1.1825464468535196 -0.009978381483069903 3.2945753838735827
16.154923830973022 349.9655054497686 0.9737273021462721 -0.005206766606287594 3.3614600296757438
12.56497097528335 350.21199392627625 0.7618740434743249 -0.0015676167317804444 3.4182436357637935
8.975076374928022 350.21199392627625 0.5463474887220922 -0.0015676167317804444 3.45924067291171
5.384973183111777 350.2119939262762 0.32866414057385007 -0.0015676167317804444 3.4866633755297407
-5.385032273390552 350.2119939262762 -0.3286677364390707 -0.0015676167317804444 3.486663036570011
-8.97505571483453 350.21199392627625 -0.5463462413660328 -0.0015676167317804444 3.4592408699170982
-12.56497593369441 349.75497896799567 -0.7608792472737559 -0.0055201293333165 3.4137789662675257
-16.155079846276426 350.0019572722116 -0.9738358589622408 -0.008826903587897875 3.3618005317106827
-19.74493592166178 350.0126900278898 -1.1824581001339376 -0.006642701101703662 3.294334080509395
-23.33492171671306 350.1984594444177 -1.387152808557889 -0.005275050330979928 3.215536558535498
-26.925019463335502 349.7321303681549 -1.5836688252451903 -0.006225020331283631 3.1182063116883727
-30.514960332379697 349.9886827695615 -1.7771105521817243 -0.007058346333994262 3.0151345030941274
-34.1050782408913 349.95446123327224 -1.9622229838456453 -0.013693583889865323 2.8976379934586602
-37.69506623804211 350.1757509190467 -2.1411754125371374 -0.00786510782515181 2.770850347095119
-41.284960382575356 349.6470593395692 -2.3069863292393302 -0.0023272873829867763 2.6273780220815386
-44.874988185729215 349.1053228119546 -2.4631545655391123 0.0030336406207150564 2.4739266409601384
-48.46505985001483 348.72410492937263 -2.610368431474981 -0.010167071308882804 2.3122982979060156
-52.05498023118432 346.16086240180925 -2.729806587776019 -0.013905761192804907 2.1285433725946796
