#      51200
#     file:    /SNS/NOM/shared/autoNOM/pixelpos.dat
#     created: Thu Mar  9 15:26:00 2017
#     
    3072.000000      -0.548634      -0.113350       1.418660
    3073.000000      -0.548154      -0.113178       1.426583
    3074.000000      -0.547673      -0.113006       1.434506
    3075.000000      -0.547193      -0.112834       1.442429
    3076.000000      -0.546713      -0.112662       1.450352
    3077.000000      -0.546233      -0.112490       1.458274
    3078.000000      -0.545752      -0.112318       1.466197
    3079.000000      -0.545272      -0.112146       1.474120
    3080.000000      -0.544792      -0.111974       1.482043
    3081.000000      -0.544312      -0.111802       1.489966
    3082.000000      -0.543831      -0.111630       1.497888
    3083.000000      -0.543351      -0.111458       1.505811
    3084.000000      -0.542871      -0.111286       1.513734
    3085.000000      -0.542390      -0.111114       1.521657
    3086.000000      -0.541910      -0.110942       1.529580
    3087.000000      -0.541430      -0.110770       1.537503
    3088.000000      -0.540950      -0.110598       1.545425
    3089.000000      -0.540469      -0.110426       1.553348
    3090.000000      -0.539989      -0.110254       1.561271
    3091.000000      -0.539509      -0.110082       1.569194
    3092.000000      -0.539029      -0.109910       1.577116
    3093.000000      -0.538548      -0.109738       1.585039
    3094.000000      -0.538068      -0.109566       1.592962
    3095.000000      -0.537588      -0.109394       1.600885
    3096.000000      -0.537108      -0.109222       1.608808
    3097.000000      -0.536627      -0.109050       1.616731
    3098.000000      -0.536147      -0.108878       1.624653
    3099.000000      -0.535667      -0.108706       1.632576
    3100.000000      -0.535186      -0.108534       1.640499
    3101.000000      -0.534706      -0.108362       1.648422
    3102.000000      -0.534226      -0.108190       1.656345
    3103.000000      -0.533746      -0.108018       1.664267
    3104.000000      -0.533265      -0.107847       1.672190
    3105.000000      -0.532785      -0.107675       1.680113
    3106.000000      -0.532305      -0.107503       1.688036
    3107.000000      -0.531825      -0.107331       1.695959
    3108.000000      -0.531344      -0.107159       1.703881
    3109.000000      -0.530864      -0.106987       1.711804
    3110.000000      -0.530384      -0.106815       1.719727
    3111.000000      -0.529904      -0.106643       1.727650
    3112.000000      -0.529423      -0.106471       1.735573
    3113.000000      -0.528943      -0.106299       1.743495
    3114.000000      -0.528463      -0.106127       1.751418
    3115.000000      -0.527982      -0.105955       1.759341
    3116.000000      -0.527502      -0.105783       1.767264
    3117.000000      -0.527022      -0.105611       1.775187
    3118.000000      -0.526542      -0.105439       1.783109
    3119.000000      -0.526061      -0.105267       1.791032
    3120.000000      -0.525581      -0.105095       1.798955
    3121.000000      -0.525101      -0.104923       1.806878
    3122.000000      -0.524621      -0.104751       1.814801
    3123.000000      -0.524140      -0.104579       1.822723
    3124.000000      -0.523660      -0.104407       1.830646
    3125.000000      -0.523180      -0.104235       1.838569
    3126.000000      -0.522700      -0.104063       1.846492
    3127.000000      -0.522219      -0.103891       1.854415
    3128.000000      -0.521739      -0.103719       1.862337
    3129.000000      -0.521259      -0.103547       1.870260
    3130.000000      -0.520778      -0.103375       1.878183
    3131.000000      -0.520298      -0.103203       1.886106
    3132.000000      -0.519818      -0.103031       1.894029
    3133.000000      -0.519338      -0.102859       1.901951
    3134.000000      -0.518857      -0.102687       1.909874
    3135.000000      -0.518377      -0.102515       1.917797
    3136.000000      -0.517897      -0.102343       1.925720
    3137.000000      -0.517417      -0.102171       1.933643
    3138.000000      -0.516936      -0.101999       1.941566
    3139.000000      -0.516456      -0.101827       1.949488
    3140.000000      -0.515976      -0.101655       1.957411
    3141.000000      -0.515496      -0.101483       1.965334
    3142.000000      -0.515015      -0.101311       1.973257
    3143.000000      -0.514535      -0.101139       1.981179
    3144.000000      -0.514055      -0.100967       1.989102
    3145.000000      -0.513574      -0.100795       1.997025
    3146.000000      -0.513094      -0.100623       2.004948
    3147.000000      -0.512614      -0.100451       2.012871
    3148.000000      -0.512134      -0.100279       2.020794
    3149.000000      -0.511653      -0.100107       2.028716
    3150.000000      -0.511173      -0.099935       2.036639
    3151.000000      -0.510693      -0.099763       2.044562
    3152.000000      -0.510213      -0.099591       2.052485
    3153.000000      -0.509732      -0.099419       2.060408
    3154.000000      -0.509252      -0.099247       2.068330
    3155.000000      -0.508772      -0.099075       2.076253
    3156.000000      -0.508292      -0.098903       2.084176
    3157.000000      -0.507811      -0.098731       2.092099
    3158.000000      -0.507331      -0.098559       2.100022
    3159.000000      -0.506851      -0.098387       2.107944
    3160.000000      -0.506370      -0.098215       2.115867
    3161.000000      -0.505890      -0.098043       2.123790
    3162.000000      -0.505410      -0.097871       2.131713
    3163.000000      -0.504930      -0.097699       2.139636
    3164.000000      -0.504449      -0.097527       2.147558
    3165.000000      -0.503969      -0.097355       2.155481
    3166.000000      -0.503489      -0.097183       2.163404
    3167.000000      -0.503009      -0.097011       2.171327
    3168.000000      -0.502528      -0.096840       2.179250
    3169.000000      -0.502048      -0.096668       2.187172
    3170.000000      -0.501568      -0.096496       2.195095
