## Bank 17
# id	l2	ef
21504 0.5188 12.478
21505 0.5188 12.478
21506 0.5188 12.478
21507 0.5188 12.478
21508 0.5188 12.478
21509 0.5188 12.478
21510 0.5188 12.478
21511 0.5188 12.478
21512 0.5188 12.478
21513 0.5188 12.478
21514 0.5188 12.478
21515 0.5188 12.478
21516 0.5188 12.478
21517 0.5188 12.478
21518 0.5188 12.478
21519 0.5188 12.478
21520 0.5188 12.478
21521 0.5188 12.478
21522 0.5188 12.478
21523 0.5188 12.478
21524 0.5188 12.478
21525 0.5188 12.478
21526 0.5188 12.478
21527 0.5188 12.478
21528 0.5188 12.478
21529 0.5188 12.478
21530 0.5188 12.478
21531 0.5188 12.478
21532 0.5188 12.478
21533 0.5188 12.478
21534 0.5188 12.478
21535 0.5188 12.478
21536 0.5188 12.478
21537 0.5188 12.478
21538 0.5188 12.478
21539 0.5188 12.478
21540 0.5188 12.478
21541 0.5188 12.478
21542 0.5188 12.478
21543 0.5188 12.478
21544 0.5188 12.478
21545 0.5188 12.478
21546 0.5188 12.478
21547 0.5188 12.478
21548 0.5188 12.478
21549 0.5188 12.478
21550 0.5188 12.478
21551 0.5188 12.478
21552 0.5188 12.478
21553 0.5188 12.478
21554 0.5188 12.478
21555 0.5188 12.478
21556 0.5188 12.478
21557 0.5188 12.478
21558 0.5188 12.478
21559 0.5188 12.478
21560 0.5188 12.478
21561 0.5188 12.478
21562 0.5188 12.478
21563 0.5188 12.478
21564 0.5188 12.478
21565 0.5188 12.478
21566 0.5188 12.478
21567 0.5188 12.478
21568 0.5188 12.478
21569 0.5188 12.478
21570 0.5188 12.478
21571 0.5188 12.478
21572 0.5188 12.478
21573 0.5188 12.478
21574 0.5188 12.478
21575 0.5188 12.478
21576 0.5188 12.478
21577 0.5188 12.478
21578 0.5188 12.478
21579 0.5188 12.478
21580 0.5188 12.478
21581 0.5188 12.478
21582 0.5188 12.478
21583 0.5188 12.478
21584 0.5188 12.478
21585 0.5188 12.478
21586 0.5188 12.478
21587 0.5188 12.478
21588 0.5188 12.478
21589 0.5188 12.478
21590 0.5188 12.478
21591 0.5188 12.478
21592 0.5188 12.478
21593 0.5188 12.478
21594 0.5188 12.478
21595 0.5188 12.478
21596 0.5188 12.478
21597 0.5188 12.478
21598 0.5188 12.478
21599 0.5188 12.478
21600 0.5188 12.478
21601 0.5188 12.478
21602 0.5188 12.478
21603 0.5188 12.478
21604 0.5188 12.478
21605 0.5188 12.478
21606 0.5188 12.478
